isbn,title,year_of_publication,image_url_s,image_url_m,image_url_l,author_id,publisher_id,id
006019491X,Daughter of Fortune : A Novel,1999,http://images.amazon.com/images/P/006019491X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg,114,15,543
0684819066,"A Beautiful Mind : A Biography of John Forbes Nash, Jr.",1998,http://images.amazon.com/images/P/0684819066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684819066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684819066.01.LZZZZZZZ.jpg,360,67,544
0066211611,Portrait in Sepia,2001,http://images.amazon.com/images/P/0066211611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066211611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066211611.01.LZZZZZZZ.jpg,114,15,545
034537522X,The Book of Lost Tales 2,1992,http://images.amazon.com/images/P/034537522X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034537522X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034537522X.01.LZZZZZZZ.jpg,38,48,546
0345375211,The Book of Lost Tales 1,1992,http://images.amazon.com/images/P/0345375211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345375211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345375211.01.LZZZZZZZ.jpg,38,48,547
0140042520,Dharma Bums,1991,http://images.amazon.com/images/P/0140042520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140042520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140042520.01.LZZZZZZZ.jpg,238,25,548
0380789035,American Gods,2002,http://images.amazon.com/images/P/0380789035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg,116,16,549
0345358791,2061: Odyssey Three,1991,http://images.amazon.com/images/P/0345358791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345358791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345358791.01.LZZZZZZZ.jpg,361,48,550
0060964049,Tales of the City,1989,http://images.amazon.com/images/P/0060964049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060964049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060964049.01.LZZZZZZZ.jpg,211,39,551
0679734058,Killing Mister Watson,1991,http://images.amazon.com/images/P/0679734058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734058.01.LZZZZZZZ.jpg,362,34,552
0440206154,Red Dragon,2000,http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440206154.01.LZZZZZZZ.jpg,157,5,553
0345370775,Jurassic Park,1999,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg,10,10,554
0743457943,Trading Places,2003,http://images.amazon.com/images/P/0743457943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743457943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743457943.01.LZZZZZZZ.jpg,231,18,555
0373484224,Stanislaski Brothers,2000,http://images.amazon.com/images/P/0373484224.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484224.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484224.01.LZZZZZZZ.jpg,147,94,556
0553205757,Housekeeping,1982,http://images.amazon.com/images/P/0553205757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553205757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553205757.01.LZZZZZZZ.jpg,363,17,557
0312421001,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,2002,http://images.amazon.com/images/P/0312421001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312421001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312421001.01.LZZZZZZZ.jpg,136,46,558
0380789019,Neverwhere,1998,http://images.amazon.com/images/P/0380789019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789019.01.LZZZZZZZ.jpg,116,21,559
0380018179,The Thorn Birds,1978,http://images.amazon.com/images/P/0380018179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380018179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380018179.01.LZZZZZZZ.jpg,142,21,560
067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",2002,http://images.amazon.com/images/P/067101420X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067101420X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067101420X.01.LZZZZZZZ.jpg,364,18,561
0679457313,The God of Small Things,1997,http://images.amazon.com/images/P/0679457313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679457313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679457313.01.LZZZZZZZ.jpg,82,79,562
0394557433,Gift From The Sea,1986,http://images.amazon.com/images/P/0394557433.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394557433.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394557433.01.LZZZZZZZ.jpg,365,130,563
0553571656,The Beekeeper's Apprentice,1996,http://images.amazon.com/images/P/0553571656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571656.01.LZZZZZZZ.jpg,366,17,564
0312169787,The Red Tent : A Novel,1997,http://images.amazon.com/images/P/0312169787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312169787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312169787.01.LZZZZZZZ.jpg,183,31,565
0786866276,Mother of Pearl,1999,http://images.amazon.com/images/P/0786866276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786866276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786866276.01.LZZZZZZZ.jpg,367,35,566
0140266771,Larry's Party,1998,http://images.amazon.com/images/P/0140266771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140266771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140266771.01.LZZZZZZZ.jpg,368,25,567
015644450X,In Love &amp; Trouble: Stories of Black Women,1974,http://images.amazon.com/images/P/015644450X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015644450X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015644450X.01.LZZZZZZZ.jpg,337,92,568
0441004016,The Anubis Gates,1997,http://images.amazon.com/images/P/0441004016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441004016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441004016.01.LZZZZZZZ.jpg,369,27,569
0140620338,Picture of Dorian Gray,0,http://images.amazon.com/images/P/0140620338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140620338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140620338.01.LZZZZZZZ.jpg,108,139,570
3257061269,Der Alchimist.,2003,http://images.amazon.com/images/P/3257061269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257061269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257061269.01.LZZZZZZZ.jpg,370,142,571
3453088433,Das Druidentor.,2002,http://images.amazon.com/images/P/3453088433.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453088433.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453088433.01.LZZZZZZZ.jpg,371,143,572
0349103232,The crow road,1993,http://images.amazon.com/images/P/0349103232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0349103232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0349103232.01.LZZZZZZZ.jpg,269,112,573
0679745653,Breakfast at Tiffany's: And Three Stories,1993,http://images.amazon.com/images/P/0679745653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745653.01.LZZZZZZZ.jpg,372,34,574
0785268480,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,2000,http://images.amazon.com/images/P/0785268480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785268480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785268480.01.LZZZZZZZ.jpg,373,144,575
000649840X,Angelas Ashes,0,http://images.amazon.com/images/P/000649840X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/000649840X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/000649840X.01.LZZZZZZZ.jpg,98,15,576
0099771519,Memoirs of a Geisha Uk,0,http://images.amazon.com/images/P/0099771519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099771519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099771519.01.LZZZZZZZ.jpg,84,145,577
067102535X,"Last Dance, Last Chance",2002,http://images.amazon.com/images/P/067102535X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102535X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102535X.01.LZZZZZZZ.jpg,53,18,578
0876855575,Ham on Rye,1982,http://images.amazon.com/images/P/0876855575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0876855575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0876855575.01.LZZZZZZZ.jpg,326,146,579
0330376136,Once,2002,http://images.amazon.com/images/P/0330376136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330376136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330376136.01.LZZZZZZZ.jpg,374,14,580
0140272658,Are You Experienced?,1998,http://images.amazon.com/images/P/0140272658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140272658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140272658.01.LZZZZZZZ.jpg,375,25,581
3442435951,Ich schenk Dir meinen Mann.,1997,http://images.amazon.com/images/P/3442435951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442435951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442435951.01.LZZZZZZZ.jpg,376,147,582
0385720920,Choke,2002,http://images.amazon.com/images/P/0385720920.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720920.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720920.01.LZZZZZZZ.jpg,320,40,583
0385498721,Survivor : A Novel,2000,http://images.amazon.com/images/P/0385498721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385498721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385498721.01.LZZZZZZZ.jpg,320,40,584
0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",2003,http://images.amazon.com/images/P/0380813815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380813815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380813815.01.LZZZZZZZ.jpg,377,39,585
0836217632,The Curse of Madame C : A Far Side Collection,1994,http://images.amazon.com/images/P/0836217632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836217632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836217632.01.LZZZZZZZ.jpg,378,148,586
0140099832,Lake Wobegon Days,1990,http://images.amazon.com/images/P/0140099832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140099832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140099832.01.LZZZZZZZ.jpg,379,149,587
0385314744,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,1996,http://images.amazon.com/images/P/0385314744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385314744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385314744.01.LZZZZZZZ.jpg,103,93,588
0316107417,Happy Trails,1990,http://images.amazon.com/images/P/0316107417.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316107417.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316107417.01.LZZZZZZZ.jpg,380,14,589
0894803700,"14,000 Things to Be Happy About",1990,http://images.amazon.com/images/P/0894803700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894803700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894803700.01.LZZZZZZZ.jpg,381,150,590
0590457225,Dealing With Dragons,1992,http://images.amazon.com/images/P/0590457225.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590457225.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590457225.01.LZZZZZZZ.jpg,329,100,591
0316929190,All Too Human : A Political Education,1999,http://images.amazon.com/images/P/0316929190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316929190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316929190.01.LZZZZZZZ.jpg,382,14,592
0439404371,The Thief Lord,2002,http://images.amazon.com/images/P/0439404371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439404371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439404371.01.LZZZZZZZ.jpg,383,100,593
0679741011,"Sex, Art, and American Culture: Essays",1992,http://images.amazon.com/images/P/0679741011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679741011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679741011.01.LZZZZZZZ.jpg,384,34,594
0345307674,Return of the Jedi,1983,http://images.amazon.com/images/P/0345307674.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345307674.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345307674.01.LZZZZZZZ.jpg,385,48,595
0425071421,Stranger in a Strange Land,1984,http://images.amazon.com/images/P/0425071421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425071421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425071421.01.LZZZZZZZ.jpg,33,19,596
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,1997,http://images.amazon.com/images/P/1573225789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg,386,70,597
0380754843,Wayside School is Falling Down,1990,http://images.amazon.com/images/P/0380754843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380754843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380754843.01.LZZZZZZZ.jpg,387,119,598
0345368940,The Dolphins of Pern,1994,http://images.amazon.com/images/P/0345368940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368940.01.LZZZZZZZ.jpg,166,10,599
0345331605,Dragonsdawn,1988,http://images.amazon.com/images/P/0345331605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345331605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345331605.01.LZZZZZZZ.jpg,166,10,600
0553296981,Anne Frank: The Diary of a Young Girl,1993,http://images.amazon.com/images/P/0553296981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553296981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553296981.01.LZZZZZZZ.jpg,133,17,601
0345285549,Elfstones of Shannara,1990,http://images.amazon.com/images/P/0345285549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345285549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345285549.01.LZZZZZZZ.jpg,277,48,602
0345290240,Sword of Shannara,1980,http://images.amazon.com/images/P/0345290240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345290240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345290240.01.LZZZZZZZ.jpg,277,10,603
0345301870,"Ogre, Ogre",1982,http://images.amazon.com/images/P/0345301870.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345301870.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345301870.01.LZZZZZZZ.jpg,78,48,604
0451169530,The Stand: Complete and Uncut,1991,http://images.amazon.com/images/P/0451169530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169530.01.LZZZZZZZ.jpg,55,33,605
067168390X,Lonesome Dove,1988,http://images.amazon.com/images/P/067168390X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067168390X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067168390X.01.LZZZZZZZ.jpg,26,18,606
0385335881,Shopaholic Takes Manhattan,2002,http://images.amazon.com/images/P/0385335881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335881.01.LZZZZZZZ.jpg,110,42,607
0385335482,Confessions of a Shopaholic,2001,http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg,110,42,608
0553258001,The Cider House Rules,1986,http://images.amazon.com/images/P/0553258001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553258001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553258001.01.LZZZZZZZ.jpg,137,17,609
0375704043,Uncle Tungsten: Memories of a Chemical Boyhood,2002,http://images.amazon.com/images/P/0375704043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375704043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375704043.01.LZZZZZZZ.jpg,388,34,610
0805063889,Nickel and Dimed: On Getting By in America,2001,http://images.amazon.com/images/P/0805063889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805063889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805063889.01.LZZZZZZZ.jpg,176,151,611
068986020X,Gingerbread,2003,http://images.amazon.com/images/P/068986020X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068986020X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068986020X.01.LZZZZZZZ.jpg,389,152,612
0553582658,Summer Light,2002,http://images.amazon.com/images/P/0553582658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582658.01.LZZZZZZZ.jpg,169,17,613
051513399X,Smoke in Mirrors,2002,http://images.amazon.com/images/P/051513399X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513399X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513399X.01.LZZZZZZZ.jpg,390,55,614
0373218400,Table For Two,2002,http://images.amazon.com/images/P/0373218400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218400.01.LZZZZZZZ.jpg,147,94,615
0679419152,Nothin' but Good Times Ahead,1993,http://images.amazon.com/images/P/0679419152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679419152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679419152.01.LZZZZZZZ.jpg,391,79,616
0060192895,Hunting Badger,1999,http://images.amazon.com/images/P/0060192895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060192895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060192895.01.LZZZZZZZ.jpg,59,15,617
0826308791,The Education of Little Tree,1986,http://images.amazon.com/images/P/0826308791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0826308791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0826308791.01.LZZZZZZZ.jpg,392,153,618
0140259198,The Island of the Day Before,1996,http://images.amazon.com/images/P/0140259198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140259198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140259198.01.LZZZZZZZ.jpg,393,25,619
0345435249,Darwin's Radio,2000,http://images.amazon.com/images/P/0345435249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435249.01.LZZZZZZZ.jpg,394,10,620
0441003257,Good Omens,1996,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg,116,27,621
0451202503,The Songcatcher: A Ballad Novel,2002,http://images.amazon.com/images/P/0451202503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202503.01.LZZZZZZZ.jpg,224,33,622
0446606812,Message in a Bottle,1999,http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606812.01.LZZZZZZZ.jpg,91,54,623
0671028375,Fatal Voyage,2002,http://images.amazon.com/images/P/0671028375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671028375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671028375.01.LZZZZZZZ.jpg,395,18,624
0451181468,Praying for Sleep,1995,http://images.amazon.com/images/P/0451181468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181468.01.LZZZZZZZ.jpg,396,33,625
0399149759,Flashback,2003,http://images.amazon.com/images/P/0399149759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149759.01.LZZZZZZZ.jpg,135,88,626
0671759361,Pearl in the Mist,1994,http://images.amazon.com/images/P/0671759361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671759361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671759361.01.LZZZZZZZ.jpg,397,18,627
0399146008,Shock,2001,http://images.amazon.com/images/P/0399146008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146008.01.LZZZZZZZ.jpg,210,124,628
0060930535,The Poisonwood Bible: A Novel,1999,http://images.amazon.com/images/P/0060930535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060930535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060930535.01.LZZZZZZZ.jpg,16,39,629
0375702709,A Lesson Before Dying,1997,http://images.amazon.com/images/P/0375702709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375702709.01.LZZZZZZZ.jpg,398,34,630
044990928X,Operating Instructions: A Journal of My Son's First Year,1994,http://images.amazon.com/images/P/044990928X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044990928X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044990928X.01.LZZZZZZZ.jpg,399,10,631
0671038184,Jewel,1999,http://images.amazon.com/images/P/0671038184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671038184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671038184.01.LZZZZZZZ.jpg,400,137,632
0060916508,Their Eyes Were Watching God: A Novel,1990,http://images.amazon.com/images/P/0060916508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060916508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060916508.01.LZZZZZZZ.jpg,401,39,633
0963270702,The Satanic Verses,1992,http://images.amazon.com/images/P/0963270702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963270702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0963270702.01.LZZZZZZZ.jpg,402,154,634
0552996009,Notes From a Small Planet,0,http://images.amazon.com/images/P/0552996009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552996009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552996009.01.LZZZZZZZ.jpg,403,5,635
0142000663,The Grapes of Wrath: John Steinbeck Centennial Edition,2002,http://images.amazon.com/images/P/0142000663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000663.01.LZZZZZZZ.jpg,351,25,636
0590542443,The Amber Spyglass,2000,http://images.amazon.com/images/P/0590542443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590542443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590542443.01.LZZZZZZZ.jpg,34,100,637
0590112899,The Subtle Knife,1998,http://images.amazon.com/images/P/0590112899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590112899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590112899.01.LZZZZZZZ.jpg,34,100,638
0590660543,Northern Lights,1998,http://images.amazon.com/images/P/0590660543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590660543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590660543.01.LZZZZZZZ.jpg,34,100,639
0345361792,A Prayer for Owen Meany,1990,http://images.amazon.com/images/P/0345361792.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345361792.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345361792.01.LZZZZZZZ.jpg,137,10,640
0394404289,The Prophet,1973,http://images.amazon.com/images/P/0394404289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.LZZZZZZZ.jpg,404,13,641
0345458915,The Sinner,2003,http://images.amazon.com/images/P/0345458915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345458915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345458915.01.LZZZZZZZ.jpg,405,10,642
038531258X,Cold Sassy Tree,1986,http://images.amazon.com/images/P/038531258X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038531258X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038531258X.01.LZZZZZZZ.jpg,406,42,643
006092988X,A Tree Grows in Brooklyn,1998,http://images.amazon.com/images/P/006092988X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006092988X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006092988X.01.LZZZZZZZ.jpg,407,39,644
0140317937,The Neverending Story,1985,http://images.amazon.com/images/P/0140317937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140317937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140317937.01.LZZZZZZZ.jpg,408,77,645
0743225406,The Shipping News : A Novel,2001,http://images.amazon.com/images/P/0743225406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743225406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743225406.01.LZZZZZZZ.jpg,321,11,646
0553256696,Hiding Place,1984,http://images.amazon.com/images/P/0553256696.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553256696.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553256696.01.LZZZZZZZ.jpg,409,17,647
1400034779,The No. 1 Ladies' Detective Agency,2003,http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg,100,40,648
038533303X,Driving Mr. Albert: A Trip Across America With Einstein's Brain,2001,http://images.amazon.com/images/P/038533303X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533303X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533303X.01.LZZZZZZZ.jpg,410,42,649
